content,confidence,start_time,end_time,type,feed
structures,0.6639,637.292,637.902,pronunciation,201811080931-763045-22956_
on,0.9992,638.282,638.522,pronunciation,201811080931-763045-22956_
fire,0.8711,638.532,638.782,pronunciation,201811080931-763045-22956_
at,0.8267,638.782,638.882,pronunciation,201811080931-763045-22956_
this,1.0,638.892,639.062,pronunciation,201811080931-763045-22956_
time,0.9965,639.182,639.762,pronunciation,201811080931-763045-22956_
requesting,0.7533,639.852,640.392,pronunciation,201811080931-763045-22956_
five,0.9892,640.402,640.782,pronunciation,201811080931-763045-22956_
to,0.9891,642.512,642.602,pronunciation,201811080931-763045-22956_
respond,0.9991,642.602,643.182,pronunciation,201811080931-763045-22956_
that,0.9802,643.182,643.282,pronunciation,201811080931-763045-22956_
we,1.0,643.282,643.382,pronunciation,201811080931-763045-22956_
have,1.0,643.382,643.592,pronunciation,201811080931-763045-22956_
five,1.0,643.602,644.182,pronunciation,201811080931-763045-22956_
inches,0.9558,644.182,644.532,pronunciation,201811080931-763045-22956_
from,1.0,644.542,644.742,pronunciation,201811080931-763045-22956_
the,1.0,644.742,645.462,pronunciation,201811080931-763045-22956_
unit,1.0,645.612,645.992,pronunciation,201811080931-763045-22956_
were,0.5893,645.992,646.112,pronunciation,201811080931-763045-22956_
about,0.6342,646.112,646.432,pronunciation,201811080931-763045-22956_
this,0.2834,646.442,646.592,pronunciation,201811080931-763045-22956_
city,0.6042,646.882,647.142,pronunciation,201811080931-763045-22956_
ENGINE,1.0,648.982,649.422,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Any,0.9939,649.432,649.732,pronunciation,201811080931-763045-22956_
striking,1.0,649.742,650.222,pronunciation,201811080931-763045-22956_
?,,nan,nan,punctuation,201811080931-763045-22956_
You,0.5719,657.482,657.542,pronunciation,201811080931-763045-22956_
can,0.6747,657.562,657.842,pronunciation,201811080931-763045-22956_
buy,0.9592,657.842,658.072,pronunciation,201811080931-763045-22956_
the,0.3364,658.092,658.232,pronunciation,201811080931-763045-22956_
ticket,0.8984,659.472,659.722,pronunciation,201811080931-763045-22956_
with,0.9681,659.722,659.832,pronunciation,201811080931-763045-22956_
that,1.0,659.842,660.012,pronunciation,201811080931-763045-22956_
order,0.9839,660.012,660.292,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
He,0.4572,666.032,666.192,pronunciation,201811080931-763045-22956_
was,0.2619,666.222,666.322,pronunciation,201811080931-763045-22956_
one,1.0,666.332,666.462,pronunciation,201811080931-763045-22956_
of,1.0,666.462,666.522,pronunciation,201811080931-763045-22956_
the,0.9959,666.522,666.632,pronunciation,201811080931-763045-22956_
starting,0.5529,666.682,667.002,pronunciation,201811080931-763045-22956_
a,0.2302,667.012,667.042,pronunciation,201811080931-763045-22956_
company,0.7704,667.052,667.362,pronunciation,201811080931-763045-22956_
posting,0.2922,667.522,667.862,pronunciation,201811080931-763045-22956_
CONCOW,0.9475,675.772,676.132,pronunciation,201811080931-763045-22956_
twenty,0.8227,681.002,681.272,pronunciation,201811080931-763045-22956_
one,0.3838,681.352,681.442,pronunciation,201811080931-763045-22956_
hundred,0.4905,681.442,681.722,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
BIGGS,0.2632,688.332,688.512,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Delta,0.9472,688.522,688.972,pronunciation,201811080931-763045-22956_
can't,0.5693,688.982,689.262,pronunciation,201811080931-763045-22956_
be,0.2806,689.262,689.322,pronunciation,201811080931-763045-22956_
good,0.9697,689.542,689.852,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Yeah,0.7577,692.012,692.302,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
just,0.9868,693.932,694.132,pronunciation,201811080931-763045-22956_
wait,0.2682,694.142,695.252,pronunciation,201811080931-763045-22956_
for,0.3341,695.262,695.742,pronunciation,201811080931-763045-22956_
spots,0.8708,695.742,696.092,pronunciation,201811080931-763045-22956_
across,0.9987,696.102,696.432,pronunciation,201811080931-763045-22956_
the,0.8595,696.482,696.562,pronunciation,201811080931-763045-22956_
lake,0.999,696.562,696.802,pronunciation,201811080931-763045-22956_
on,1.0,696.922,697.122,pronunciation,201811080931-763045-22956_
the,1.0,697.122,697.512,pronunciation,201811080931-763045-22956_
north,1.0,697.872,698.132,pronunciation,201811080931-763045-22956_
west,0.9994,698.302,698.632,pronunciation,201811080931-763045-22956_
side,0.987,698.632,698.882,pronunciation,201811080931-763045-22956_
already,1.0,698.882,699.262,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
And,1.0,699.262,699.372,pronunciation,201811080931-763045-22956_
that,0.5399,699.372,699.482,pronunciation,201811080931-763045-22956_
pretty,1.0,699.492,699.702,pronunciation,201811080931-763045-22956_
well,1.0,699.702,699.882,pronunciation,201811080931-763045-22956_
established,0.8745,699.882,700.322,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
I,0.2699,700.332,700.362,pronunciation,201811080931-763045-22956_
like,0.9972,700.372,700.792,pronunciation,201811080931-763045-22956_
east,0.8303,717.082,717.232,pronunciation,201811080931-763045-22956_
or,0.9999,717.242,717.442,pronunciation,201811080931-763045-22956_
north,0.9862,717.442,717.722,pronunciation,201811080931-763045-22956_
of,0.8978,718.262,718.452,pronunciation,201811080931-763045-22956_
for,0.9928,718.502,718.742,pronunciation,201811080931-763045-22956_
the,1.0,718.742,718.862,pronunciation,201811080931-763045-22956_
Lake,0.4619,718.862,719.092,pronunciation,201811080931-763045-22956_
for,1.0,725.082,725.522,pronunciation,201811080931-763045-22956_
Medical,1.0,725.572,725.982,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
One,0.9036,725.992,726.222,pronunciation,201811080931-763045-22956_
five,0.993,726.232,726.452,pronunciation,201811080931-763045-22956_
four,0.9885,726.462,726.642,pronunciation,201811080931-763045-22956_
three,0.9994,726.642,726.862,pronunciation,201811080931-763045-22956_
Has,0.843,739.371,739.591,pronunciation,201811080931-763045-22956_
anyone,0.9912,739.681,740.081,pronunciation,201811080931-763045-22956_
dramatic,0.3017,740.091,740.531,pronunciation,201811080931-763045-22956_
medical,1.0,740.541,740.901,pronunciation,201811080931-763045-22956_
physical,0.5915,740.901,741.231,pronunciation,201811080931-763045-22956_
leaving,0.8544,741.341,741.651,pronunciation,201811080931-763045-22956_
one,0.9696,741.661,741.841,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
five,1.0,741.851,742.131,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
four,0.9885,742.141,742.341,pronunciation,201811080931-763045-22956_
three,1.0,742.341,742.591,pronunciation,201811080931-763045-22956_
days,0.6694,742.611,742.841,pronunciation,201811080931-763045-22956_
Lane,0.3371,742.841,743.041,pronunciation,201811080931-763045-22956_
Tavern,0.5149,743.371,743.661,pronunciation,201811080931-763045-22956_
Haley,0.1237,743.661,744.021,pronunciation,201811080931-763045-22956_
ENGINE,0.8763,748.471,748.691,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Anyone,0.9957,748.691,749.081,pronunciation,201811080931-763045-22956_
applying,0.3676,749.181,749.491,pronunciation,201811080931-763045-22956_
to,0.3755,749.491,749.561,pronunciation,201811080931-763045-22956_
medical,1.0,749.601,750.261,pronunciation,201811080931-763045-22956_
believe,0.8242,750.301,750.671,pronunciation,201811080931-763045-22956_
SMOKE,1.0,750.711,750.991,pronunciation,201811080931-763045-22956_
checks,0.4205,750.991,751.331,pronunciation,201811080931-763045-22956_
going,0.9181,751.341,751.501,pronunciation,201811080931-763045-22956_
?,,nan,nan,punctuation,201811080931-763045-22956_
Tio,0.4909,751.511,752.221,pronunciation,201811080931-763045-22956_
SMOKE,0.9845,753.251,753.511,pronunciation,201811080931-763045-22956_
from,0.9839,753.541,753.701,pronunciation,201811080931-763045-22956_
the,0.9909,753.701,753.791,pronunciation,201811080931-763045-22956_
column,0.9915,753.801,754.281,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
You're,0.4098,760.171,760.551,pronunciation,201811080931-763045-22956_
American,0.5164,760.741,761.171,pronunciation,201811080931-763045-22956_
!,,nan,nan,punctuation,201811080931-763045-22956_
One,0.9917,764.931,765.211,pronunciation,201811080931-763045-22956_
five,1.0,765.221,765.481,pronunciation,201811080931-763045-22956_
four,1.0,765.491,765.701,pronunciation,201811080931-763045-22956_
three,1.0,765.701,766.011,pronunciation,201811080931-763045-22956_
fifteen,0.4881,766.021,766.451,pronunciation,201811080931-763045-22956_
forty,1.0,766.461,766.821,pronunciation,201811080931-763045-22956_
three,1.0,766.821,767.221,pronunciation,201811080931-763045-22956_
Anyone,0.7612,770.381,770.781,pronunciation,201811080931-763045-22956_
take,0.6048,776.901,777.141,pronunciation,201811080931-763045-22956_
a,0.5787,777.141,777.211,pronunciation,201811080931-763045-22956_
higher,0.6105,777.211,777.531,pronunciation,201811080931-763045-22956_
seven,0.9714,777.531,777.831,pronunciation,201811080931-763045-22956_
forty,1.0,777.841,778.151,pronunciation,201811080931-763045-22956_
three,1.0,778.151,778.531,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
CHICO,0.5774,781.271,781.451,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
Agnes,0.4074,781.821,782.151,pronunciation,201811080931-763045-22956_
and,1.0,782.401,782.971,pronunciation,201811080931-763045-22956_
the,0.7048,782.981,783.241,pronunciation,201811080931-763045-22956_
Great,0.6095,783.251,783.611,pronunciation,201811080931-763045-22956_
Here,0.996,783.611,783.891,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
let's,0.9784,785.101,785.311,pronunciation,201811080931-763045-22956_
start,1.0,785.371,785.731,pronunciation,201811080931-763045-22956_
with,0.9919,785.731,786.061,pronunciation,201811080931-763045-22956_
us,0.6699,786.071,786.271,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Nothing,0.8996,793.971,794.291,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Never,0.4071,795.061,795.491,pronunciation,201811080931-763045-22956_
stand,0.2084,837.671,837.901,pronunciation,201811080931-763045-22956_
by,0.2088,837.901,838.071,pronunciation,201811080931-763045-22956_
forthem,0.5599,870.5,871.01,pronunciation,201811080931-763045-22956_
Mandatory,1.0,874.37,875.26,pronunciation,201811080931-763045-22956_
evacuations,0.9862,875.59,876.46,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
RICHVALE,0.2491,877.5,877.91,pronunciation,201811080931-763045-22956_
PHRASE,0.3048,881.55,881.82,pronunciation,201811080931-763045-22956_
PARADISE,1.0,883.56,884.04,pronunciation,201811080931-763045-22956_
so,1.0,884.32,884.49,pronunciation,201811080931-763045-22956_
that,1.0,884.49,884.64,pronunciation,201811080931-763045-22956_
the,0.9707,884.65,884.78,pronunciation,201811080931-763045-22956_
zone,0.938,884.79,885.12,pronunciation,201811080931-763045-22956_
three,1.0,885.13,885.57,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
eight,0.9788,885.58,885.87,pronunciation,201811080931-763045-22956_
",",,nan,nan,punctuation,201811080931-763045-22956_
fourteen,0.9967,885.88,886.52,pronunciation,201811080931-763045-22956_
and,1.0,886.69,886.88,pronunciation,201811080931-763045-22956_
lower,1.0,886.88,887.13,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Cantrow,0.2396,887.15,887.66,pronunciation,201811080931-763045-22956_
two,0.4264,890.9,891.28,pronunciation,201811080931-763045-22956_
and,0.9924,891.6,891.89,pronunciation,201811080931-763045-22956_
everything,1.0,891.9,892.44,pronunciation,201811080931-763045-22956_
north,1.0,892.44,892.86,pronunciation,201811080931-763045-22956_
of,1.0,893.1,893.28,pronunciation,201811080931-763045-22956_
Highway,1.0,893.28,893.69,pronunciation,201811080931-763045-22956_
seventy,0.9089,893.7,894.11,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Mandatory,1.0,895.4,896.05,pronunciation,201811080931-763045-22956_
evacuations,0.9917,896.05,896.76,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
I,0.2984,899.8,899.83,pronunciation,201811080931-763045-22956_
can't,0.8141,899.84,900.1,pronunciation,201811080931-763045-22956_
before,0.9599,903.4,903.75,pronunciation,201811080931-763045-22956_
sixty,0.9997,944.23,944.54,pronunciation,201811080931-763045-22956_
three,1.0,944.54,944.79,pronunciation,201811080931-763045-22956_
and,0.9969,944.79,944.91,pronunciation,201811080931-763045-22956_
twenty,0.9909,945.03,945.23,pronunciation,201811080931-763045-22956_
one,0.912,945.23,945.34,pronunciation,201811080931-763045-22956_
sixty,0.8009,945.36,945.63,pronunciation,201811080931-763045-22956_
for,0.453,945.63,945.98,pronunciation,201811080931-763045-22956_
just,0.3971,945.99,946.15,pronunciation,201811080931-763045-22956_
twenty,0.9942,946.16,946.34,pronunciation,201811080931-763045-22956_
one,0.9454,946.34,946.45,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Sixty,0.9988,946.46,946.71,pronunciation,201811080931-763045-22956_
five,1.0,946.71,947.09,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Sixty,0.9818,948.46,948.7,pronunciation,201811080931-763045-22956_
nine,1.0,948.7,948.89,pronunciation,201811080931-763045-22956_
responded,0.6808,948.89,949.35,pronunciation,201811080931-763045-22956_
in,0.1841,949.35,949.41,pronunciation,201811080931-763045-22956_
camp,0.5952,949.42,949.73,pronunciation,201811080931-763045-22956_
staging,0.9982,951.2,951.76,pronunciation,201811080931-763045-22956_
and,0.8064,951.76,952.02,pronunciation,201811080931-763045-22956_
YANKEE-HILL,0.8967,952.78,953.49,pronunciation,201811080931-763045-22956_
hardware,1.0,953.5,954.0,pronunciation,201811080931-763045-22956_
on,0.9994,954.0,954.12,pronunciation,201811080931-763045-22956_
highway,0.9479,954.13,954.5,pronunciation,201811080931-763045-22956_
seventy,0.9998,954.59,954.99,pronunciation,201811080931-763045-22956_
seven,0.6915,955.0,955.25,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Support,0.5046,972.7,973.16,pronunciation,201811080931-763045-22956_
and,0.9311,982.36,982.59,pronunciation,201811080931-763045-22956_
place,0.9686,987.92,988.19,pronunciation,201811080931-763045-22956_
called,0.8934,988.28,988.58,pronunciation,201811080931-763045-22956_
Just,0.7098,989.74,989.94,pronunciation,201811080931-763045-22956_
please,0.5487,990.13,990.38,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Division,0.9998,990.39,990.77,pronunciation,201811080931-763045-22956_
One,0.908,990.77,990.98,pronunciation,201811080931-763045-22956_
Last,0.9276,1022.19,1022.54,pronunciation,201811080931-763045-22956_
minute,0.6935,1022.55,1022.82,pronunciation,201811080931-763045-22956_
thing,0.3288,1023.04,1023.15,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
OROVILLE,0.995,1025.87,1026.35,pronunciation,201811080931-763045-22956_
for,0.9182,1026.69,1026.97,pronunciation,201811080931-763045-22956_
twenty,1.0,1026.97,1027.25,pronunciation,201811080931-763045-22956_
five,1.0,1027.25,1027.46,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Forty,0.7783,1027.46,1027.71,pronunciation,201811080931-763045-22956_
two,0.4795,1027.72,1027.93,pronunciation,201811080931-763045-22956_
for,0.9344,1034.28,1034.63,pronunciation,201811080931-763045-22956_
twenty,1.0,1034.63,1034.84,pronunciation,201811080931-763045-22956_
five,1.0,1034.84,1035.02,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
Forty,0.9984,1035.03,1035.29,pronunciation,201811080931-763045-22956_
two,0.9368,1035.3,1035.71,pronunciation,201811080931-763045-22956_
.,,nan,nan,punctuation,201811080931-763045-22956_
