text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
FIRE ENGINE ! Do that scene of the south found and I just NORD COHASSET . We'LL be taking on injuries . One scene is lost . ,440.14,441.75,1.6100000000000136,spk_3,38.0,"[0.9543, 0.4988, nan, 0.7259, 0.8879, 0.9254, 0.7551, 1.0, 0.8044, 0.8608, 1.0, 0.9965, 1.0, 0.9991, 1.0, nan, 0.4209, 0.5866, 0.8635, 0.9998, 0.9948, nan, 0.5249, 0.3171, 0.4865, 0.8442, nan]",0.8020217391304348,0.3171,201811080929-467022-25641_,"['COHASSET', 'COHASSET', 'NORD']",CA,Chico_Police_Dispatch,POLICE,"[-121.7448212, -121.7448212, -121.9549057]","[39.9027142, 39.9027142, 39.7737878]","['COHASSET', 'COHASSET', 'NORD']",fire engine do that scene of the south found and i just nord cohasset we ll be taking on injuries one scene is lost,1,0,2018-11-08 07:36:20-08:00,2018-11-08 07:36:21-08:00
forming a hardware on highway PHRASE . Today Break SOUNDSLIKE OROVILLE . Confirming it like he does like to make it back . Mandatory for CONCOW . Affirmative . ,334.877,336.067,1.1899999999999977,spk_4,63.0,"[0.6833, 0.9985, 1.0, 0.8839, 0.8558, 0.4594, nan, 0.4601, 0.8013, 0.8859, 0.9922, nan, 0.9998, 0.5351, 0.9985, 0.2792, 0.94, 0.2823, 0.5445, 0.9939, 0.8489, 0.9509, nan, 0.8924, 0.7847, 0.9999, nan, 0.991, nan]",0.7942291666666668,0.2792,201811080931-763045-22956_,"['OROVILLE', 'CONCOW']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.513493]","[39.4954747, 39.7703164]","['OROVILLE', 'CONCOW']",forming a hardware on highway phrase today break soundslike oroville confirming it like he does like to make it back mandatory for concow affirmative,0,0,2018-11-08 07:36:34-08:00,2018-11-08 07:36:36-08:00
How the edge of one has seen as well ,464.01,464.81,0.8000000000000114,spk_7,39.0,"[0.6419, 1.0, 0.8391, 0.8335, 0.8244, 0.4744, 0.8601, 0.9487, 0.9971]",0.8243555555555555,0.4744,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],how the edge of one has seen as well,0,0,2018-11-08 07:36:44-08:00,2018-11-08 07:36:44-08:00
"NORD , COHASSET or God . We checked on every general won and lost . How the edge of one has seen as well . Thirty six ",351.787,352.147,0.36000000000001364,spk_0,68.0,"[0.9388, nan, 0.9932, 0.4127, 0.505, nan, 0.9299, 0.9589, 1.0, 0.7845, 0.9648, 0.2821, 0.1493, 0.2633, nan, 0.9431, 0.9994, 0.9047, 0.9025, 1.0, 0.76, 0.9368, 0.3734, 0.9848, nan, 0.9998, 0.9931]",0.7817434782608694,0.1493,201811080931-763045-22956_,"['COHASSET', 'COHASSET', 'NORD']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.7448212, -121.7448212, -121.9549057]","[39.9027142, 39.9027142, 39.7737878]","['COHASSET', 'COHASSET', 'NORD']",nord cohasset or god we checked on every general won and lost how the edge of one has seen as well thirty six,0,0,2018-11-08 07:36:51-08:00,2018-11-08 07:36:52-08:00
FIRE FIRE five travelled around the area . Don't believe there's FIRE around you have further . ,479.36,485.327,5.9669999999999845,spk_3,43.0,"[0.9994, 0.9146, 0.7855, 0.5225, 1.0, 0.9934, 1.0, nan, 0.9443, 0.9964, 0.7548, 0.9018, 0.6667, 0.9559, 0.9995, 0.9999, nan]",0.8956466666666665,0.5225,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],fire fire five travelled around the area don t believe there s fire around you have further,1,0,2018-11-08 07:36:59-08:00,2018-11-08 07:37:05-08:00
I list copying your traffic Brian Clear . Go ! ,1562.131,1562.791,0.6599999999998545,spk_0,31.0,"[0.603, 0.4376, 1.0, 0.9987, 0.9998, 0.5281, 0.8958, nan, 0.4604, nan]",0.740425,0.4376,201811080911-136992-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],i list copying your traffic brian clear go,0,0,2018-11-08 07:37:02-08:00,2018-11-08 07:37:02-08:00
"EVACUATE warning for all night PARADISE Like the OROVILLE reported FIRE three , four , eight CONCOW NORD CONCOW SOUNDSLIKE OROVILLE . You coffee ? A report of a FIRE Spending three four eight , eight north of CONCOW . Additionally , I'm being BIGGS Point is going to be smooth . Coming . Wake up ! OROVILLE company like me make mandatory CONCOW . ",1445.261,1445.411,0.15000000000009095,spk_5,162.0,"[1.0, 0.871, 1.0, 1.0, 0.735, 0.4422, 0.9952, 0.8939, 0.4833, 0.5714, 0.9865, 1.0, nan, 0.9897, nan, 0.9996, 0.9996, 0.8421, 0.9971, 0.831, 0.9066, nan, 0.8271, 0.6144, nan, 0.9646, 0.9677, 0.9679, 0.9831, 0.8706, 0.4235, 1.0, 0.9334, 0.9941, nan, 0.9993, 0.7896, 0.7587, 1.0, nan, 0.9768, nan, 0.9294, 0.993, 0.7793, 0.8952, 0.9382, 0.7634, 0.7634, 1.0, 0.9981, nan, 0.8166, nan, 0.6616, 0.6018, nan, 0.968, 0.513, 0.9947, 0.7433, 0.8204, 0.9968, 0.9917, nan]",0.86635,0.4235,201811080913-878163-1929_,"['PARADISE', 'OROVILLE', 'BIGGS', 'CONCOW', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213, -121.5600132, -121.7100758, -121.513493, -121.9549057]","[39.7541919, 37.4828526, 39.4954747, 39.4132906, 39.7703164, 39.7737878]","['PARADISE', 'PARADISE', 'OROVILLE', 'BIGGS', 'CONCOW', 'NORD']",evacuate warning for all night paradise like the oroville reported fire three four eight concow nord concow soundslike oroville you coffee a report of a fire spending three four eight eight north of concow additionally i m being biggs point is going to be smooth coming wake up oroville company like me make mandatory concow,1,1,2018-11-08 07:37:05-08:00,2018-11-08 07:37:05-08:00
They ,1445.411,1447.451,2.0399999999999636,spk_4,163.0,[0.9498],0.9498,0.9498,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],they,0,0,2018-11-08 07:37:05-08:00,2018-11-08 07:37:07-08:00
last year . I got FIRE twenty one . Just ,367.511,367.751,0.23999999999995225,spk_4,72.0,"[0.9996, 0.9831, nan, 0.9062, 0.8152, 0.2532, 1.0, 0.9983, nan, 0.8872]",0.85535,0.2532,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],last year i got fire twenty one just,1,0,2018-11-08 07:37:07-08:00,2018-11-08 07:37:07-08:00
If ,487.437,487.927,0.4900000000000091,spk_7,45.0,[0.7486],0.7486,0.7486,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],if,0,0,2018-11-08 07:37:07-08:00,2018-11-08 07:37:07-08:00
Sorry . Your radio broke your translation of the area . You feel anything ? We do not have any further on that one . ,487.167,487.437,0.27000000000003865,spk_4,44.0,"[0.9195, nan, 0.5727, 0.9919, 0.9809, 0.967, 0.4313, 0.9955, 1.0, 0.9489, nan, 0.96, 0.9971, 0.9991, nan, 1.0, 0.9989, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9902, nan]",0.9406190476190476,0.4313,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],sorry your radio broke your translation of the area you feel anything we do not have any further on that one,0,0,2018-11-08 07:37:07-08:00,2018-11-08 07:37:07-08:00
FIRE . FIRE travelled around the area . They don't believe they're FIRE around further . Sorry . Your radio broke your transmission from the of the area . And you feel anything way ? Do not have any further on that one . ,390.481,390.731,0.25,spk_3,77.0,"[0.9895, nan, 0.3902, 0.4741, 0.9978, 1.0, 1.0, nan, 0.167, 0.7263, 0.8843, 0.2483, 0.955, 0.9784, 0.9995, nan, 0.9252, nan, 0.8985, 0.9946, 0.9655, 0.997, 0.4539, 0.997, 0.453, 0.9776, 0.9969, 0.9964, nan, 0.7814, 0.9893, 1.0, 1.0, 0.5902, nan, 0.6763, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9957, nan]",0.8513216216216216,0.167,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],fire fire travelled around the area they don t believe they re fire around further sorry your radio broke your transmission from the of the area and you feel anything way do not have any further on that one,1,0,2018-11-08 07:37:30-08:00,2018-11-08 07:37:30-08:00
DANGER . ,393.131,393.751,0.6200000000000045,spk_4,78.0,"[0.9792, nan]",0.9792,0.9792,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],danger,0,0,2018-11-08 07:37:33-08:00,2018-11-08 07:37:33-08:00
Responding ,397.831,399.001,1.169999999999959,spk_0,80.0,[0.9365],0.9365,0.9365,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],responding,0,0,2018-11-08 07:37:37-08:00,2018-11-08 07:37:39-08:00
Thank you . ,397.381,397.821,0.44000000000005457,spk_6,79.0,"[0.9812, 0.9731, nan]",0.97715,0.9731,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],thank you,0,0,2018-11-08 07:37:37-08:00,2018-11-08 07:37:37-08:00
want our reporting fires in the Kirby Kreager . ,1494.618,1496.138,1.5199999999999818,spk_2,164.0,"[0.621, 0.5762, 0.9996, 0.9506, 0.959, 1.0, 0.9964, 0.9786, nan]",0.885175,0.5762,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],want our reporting fires in the kirby kreager,1,0,2018-11-08 07:37:54-08:00,2018-11-08 07:37:56-08:00
No way ! Where ? ,1502.278,1502.828,0.5499999999999545,spk_4,166.0,"[0.89, 0.9006, nan, 0.9828, nan]",0.9244666666666667,0.89,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],no way where,0,0,2018-11-08 07:38:02-08:00,2018-11-08 07:38:02-08:00
Wait . All units respond to our savior for saving . And I have been waiting . ,1526.818,1527.208,0.39000000000010004,spk_2,169.0,"[0.8869, nan, 0.9947, 0.9637, 0.5358, 0.8664, 0.8437, 0.489, 0.9243, 0.8799, nan, 0.991, 0.9498, 0.921, 0.9998, 0.594, nan]",0.8457142857142858,0.489,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],wait all units respond to our savior for saving and i have been waiting,0,0,2018-11-08 07:38:26-08:00,2018-11-08 07:38:27-08:00
They twenty seven . What ? The devil four ,1558.988,1560.428,1.4400000000000546,spk_4,174.0,"[0.95, 0.8013, 0.7512, nan, 0.9399, nan, 0.4398, 0.5197, 0.8109]",0.7446857142857144,0.4398,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],they twenty seven what the devil four,0,0,2018-11-08 07:38:58-08:00,2018-11-08 07:39:00-08:00
I fail . Thank you . The thirty seventh FIRE WeII spent with US parties and all three of the first cars . Let me not injuries . There's another car a quarter mile south of our location . And don't want to take it on the down for their skin with them as well . Cancel Division one . ,620.76,621.56,0.7999999999999545,spk_3,53.0,"[0.724, 0.6202, nan, 0.9925, 0.9893, nan, 0.1417, 1.0, 0.1203, 0.5767, 0.8095, 0.8548, 1.0, 0.4615, 0.8977, 0.5057, 1.0, 1.0, 1.0, 0.9993, 1.0, 0.9969, nan, 0.9171, 0.9405, 0.8994, 0.9535, nan, 0.6266, 1.0, 1.0, 0.5047, 0.9982, 0.9998, 1.0, 1.0, 1.0, 1.0, nan, 1.0, 0.5223, 0.8486, 0.9826, 0.9966, 0.9968, 1.0, 0.88, 0.9985, 1.0, 0.6074, 0.1105, 0.9951, 0.8002, 0.4682, 0.9085, nan, 0.9111, 0.9588, 0.7843, nan]",0.8358377358490566,0.1105,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],i fail thank you the thirty seventh fire weii spent with us parties and all three of the first cars let me not injuries there s another car a quarter mile south of our location and don t want to take it on the down for their skin with them as well cancel division one,1,0,2018-11-08 07:39:20-08:00,2018-11-08 07:39:21-08:00
"to our stage Four incidents Saving and Isis has been loosed YANKEE-HILL hardware on highway seventy seven PHRASE and thirty three OROVILLE . Are you available ? OROVILLE . There's a little thirty three . SMOKE . Thirty three , Company thirty three . Medics . Medical saying six to four . Five . Avery cross the road ENGINE . Anyone ? OROVILLE . Vicar one confirming ",507.879,508.919,1.0399999999999636,spk_4,93.0,"[0.9985, 0.8507, 0.807, 0.3072, 0.38, 0.8267, 0.7999, 0.7812, 0.9816, 0.9774, 0.2815, 0.9817, 1.0, 0.963, 0.9995, 0.7881, 0.9004, 0.468, 0.9502, 1.0, 1.0, 0.9999, nan, 0.8629, 0.8641, 0.9247, nan, 0.9631, nan, 0.6341, 0.8589, 0.7242, 0.9997, 1.0, nan, 0.5747, nan, 1.0, 1.0, nan, 0.5477, 0.9997, 0.996, nan, 0.6393, nan, 0.9999, 0.6405, 0.94, 0.7009, 0.9958, nan, 0.9999, nan, 0.3762, 0.7631, 0.4775, 0.6053, 1.0, nan, 0.9604, nan, 0.9228, nan, 0.333, 0.7761, 1.0]",0.8170925925925927,0.2815,201811080931-763045-22956_,"['OROVILLE', 'YANKEE HILL']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.5165419]","[39.4954747, 39.6963388]","['OROVILLE', 'YANKEE HILL']",to our stage four incidents saving and isis has been loosed yankee hill hardware on highway seventy seven phrase and thirty three oroville are you available oroville there s a little thirty three smoke thirty three company thirty three medics medical saying six to four five avery cross the road engine anyone oroville vicar one confirming,0,0,2018-11-08 07:39:27-08:00,2018-11-08 07:39:28-08:00
I wanted to have a non injury . Kept me one . About a quarter mile out is in one camp . Hillary . ,633.25,636.01,2.759999999999991,spk_7,55.0,"[0.3396, 0.2676, 0.4682, 0.473, 0.4619, 0.6726, 1.0, nan, 0.4468, 0.2814, 0.7492, nan, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7725, 0.7459, 0.9941, 0.9971, nan, 0.4056, nan]",0.703775,0.2676,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],i wanted to have a non injury kept me one about a quarter mile out is in one camp hillary,0,0,2018-11-08 07:39:33-08:00,2018-11-08 07:39:36-08:00
"I believe that for a division one way or another , Eagle ",640.87,643.63,2.759999999999991,spk_3,57.0,"[1.0, 0.9677, 0.9811, 0.6278, 0.3705, 0.44, 0.9623, 0.9758, 0.7794, 1.0, nan, 0.7348]",0.8035818181818182,0.3705,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],i believe that for a division one way or another eagle,0,0,2018-11-08 07:39:40-08:00,2018-11-08 07:39:43-08:00
There is another car a quarter mile south of our location . And you want to check in on them ? down with everything with them as well . Cancel Division One ,520.889,522.089,1.2000000000000455,spk_0,95.0,"[0.6482, 0.6423, 1.0, 1.0, 0.4218, 0.9994, 0.9132, 1.0, 1.0, 1.0, 1.0, nan, 0.9834, 0.4996, 0.2745, 0.4193, 0.7269, 0.7084, 1.0, 0.9958, nan, 1.0, 0.2575, 0.9425, 0.9223, 0.8004, 0.7629, 1.0, nan, 0.9893, 0.9998, 0.8652]",0.8197482758620691,0.2575,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],there is another car a quarter mile south of our location and you want to check in on them down with everything with them as well cancel division one,0,0,2018-11-08 07:39:40-08:00,2018-11-08 07:39:42-08:00
entering the Count CHEROKEE ,537.199,539.399,2.2000000000000455,spk_4,98.0,"[1.0, 1.0, 0.6472, 0.6485]",0.8239249999999999,0.6472,201811080931-763045-22956_,['CHEROKEE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5336463],[39.6508775],['CHEROKEE'],entering the count cherokee,0,0,2018-11-08 07:39:57-08:00,2018-11-08 07:39:59-08:00
"for a division one condition one way or another Eagle . Understood , Citizen . When I copy . Have you got ",571.559,573.869,2.310000000000059,spk_0,103.0,"[0.9703, 0.4817, 0.994, 0.9881, 0.5949, 0.8216, 0.8479, 0.6044, 1.0, 0.8673, nan, 0.9871, nan, 0.5667, nan, 0.9877, 0.9636, 0.6104, nan, 0.1393, 0.6657, 0.2673]",0.7421111111111112,0.1393,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],for a division one condition one way or another eagle understood citizen when i copy have you got,0,0,2018-11-08 07:40:31-08:00,2018-11-08 07:40:33-08:00
misunderstood Instant Hail Citizen . When I copy ,696.28,696.55,0.2699999999999818,spk_7,58.0,"[0.703, 0.2939, 0.361, 0.9649, nan, 1.0, 0.994, 0.8897]",0.7437857142857143,0.2939,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],misunderstood instant hail citizen when i copy,0,0,2018-11-08 07:40:36-08:00,2018-11-08 07:40:36-08:00
five BERRY-CREEK . Anyone firming respond that way . BERRY-CREEK saving kind . Taking over where ? One one zero zero seventeen . ,1664.851,1665.161,0.30999999999994543,spk_0,181.0,"[0.9991, 0.6109, nan, 0.8845, 0.9193, 0.3714, 0.4855, 0.6681, nan, 0.4161, 0.9655, 0.805, nan, 0.646, 1.0, 0.9568, nan, 1.0, 1.0, 0.786, 1.0, 0.4044, nan]",0.7732555555555556,0.3714,201811080913-878163-1929_,['BERRY CREEK'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.4053968],[39.6315367],['BERRY CREEK'],five berry creek anyone firming respond that way berry creek saving kind taking over where one one zero zero seventeen,0,0,2018-11-08 07:40:44-08:00,2018-11-08 07:40:45-08:00
But ,1679.151,1681.671,2.519999999999982,spk_4,182.0,[0.9831],0.9831,0.9831,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],but,0,0,2018-11-08 07:40:59-08:00,2018-11-08 07:41:01-08:00
"FIRE . Yeah , we're at the second location Traffic collision that quarter mile cells of the first one . This is a separate accidents . Vehicles involved off the roadway . Non injuries . We'LL be in something with no exchange . Yes , Routers . They light up ",722.14,723.28,1.1399999999999864,spk_3,62.0,"[0.9964, nan, 0.9109, nan, 0.9609, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9739, 0.7324, 0.9586, 0.3561, 0.9149, 0.9853, 1.0, 1.0, 0.9983, nan, 0.9878, 1.0, 0.9997, 0.8877, 0.6957, nan, 0.6775, 0.9519, 0.9567, 0.9453, 0.9821, nan, 0.7407, 0.7534, nan, 0.7782, 0.9999, 0.9924, 0.9411, 0.9977, 0.942, 0.9844, nan, 0.6984, nan, 0.8242, nan, 0.4645, 0.214, 0.3977]",0.868309756097561,0.214,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],fire yeah we re at the second location traffic collision that quarter mile cells of the first one this is a separate accidents vehicles involved off the roadway non injuries we ll be in something with no exchange yes routers they light up,1,0,2018-11-08 07:41:02-08:00,2018-11-08 07:41:03-08:00
mostly like coming in twenty one . Aatif . OROVILLE . ,1693.591,1693.821,0.2300000000000182,spk_0,183.0,"[1.0, 0.8142, 0.8196, 0.4787, 0.9995, 0.995, nan, 0.3968, nan, 0.5388, nan]",0.755325,0.3968,201811080913-878163-1929_,['OROVILLE'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.5600132],[39.4954747],['OROVILLE'],mostly like coming in twenty one aatif oroville,0,0,2018-11-08 07:41:13-08:00,2018-11-08 07:41:13-08:00
"SMOKE ? SOUNDSLIKE ? Starting in twenty four eighty four . OROVILLE , I'm unable to get a hold of the icy roads . Wait just down here . I don't know if you can relate to you . At least five strike came down in this area . Kind of elderly people look up to him at all attacks and we got a structures are burning down here . ",615.982,620.272,4.290000000000077,spk_4,112.0,"[0.9933, nan, 0.3207, nan, 0.5397, 0.8135, 1.0, 0.5588, 0.7857, 0.8179, nan, 0.9288, nan, 0.9982, 1.0, 1.0, 1.0, 0.598, 0.598, 1.0, 1.0, 0.3901, 0.394, nan, 0.1261, 0.9789, 0.6389, 0.9583, nan, 0.9277, 0.9827, 0.3954, 0.3959, 0.9302, 0.9925, 1.0, 0.8938, 0.9899, nan, 1.0, 1.0, 1.0, 0.9086, 0.7278, 0.8866, 0.3728, 0.6559, 0.9925, nan, 0.9148, 0.9498, 0.9538, 1.0, 0.4577, 0.3562, 0.4429, 0.5402, 0.6475, 1.0, 0.446, 0.4435, 0.4435, 1.0, 1.0, 0.9548, 0.9604, 0.993, 1.0, 0.9995, nan]",0.7867999999999999,0.1261,201811080931-763045-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],smoke soundslike starting in twenty four eighty four oroville i m unable to get a hold of the icy roads wait just down here i don t know if you can relate to you at least five strike came down in this area kind of elderly people look up to him at all attacks and we got a structures are burning down here,0,0,2018-11-08 07:41:15-08:00,2018-11-08 07:41:20-08:00
"No , ",1699.791,1705.161,5.370000000000118,spk_4,184.0,"[0.9094, nan]",0.9094,0.9094,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],no,0,0,2018-11-08 07:41:19-08:00,2018-11-08 07:41:25-08:00
We'LL be in something with no exchange . You have beating around the site of Give me a call on advice . Very funny and tied up ,634.072,640.782,6.710000000000036,spk_0,115.0,"[0.4919, 1.0, 0.9608, 0.6345, 0.9649, 0.4919, 0.9759, nan, 0.907, 0.9407, 0.3915, 0.693, 0.9931, 0.4263, 0.9119, 0.6641, 0.66, 0.7226, 0.7616, 0.5854, 0.495, nan, 1.0, 0.9994, 0.7249, 0.6712, 0.8011]",0.754748,0.3915,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],we ll be in something with no exchange you have beating around the site of give me a call on advice very funny and tied up,0,0,2018-11-08 07:41:34-08:00,2018-11-08 07:41:40-08:00
morning . What was that warning were started highway and work our way up . They wanted it . ,17.57,17.9,0.3299999999999983,spk_0,5.0,"[0.9976, nan, 0.9999, 0.9995, 0.7664, 0.8698, 0.4745, 0.9357, 0.859, 0.9398, 0.951, 0.9087, 0.9302, 0.7929, nan, 0.8137, 0.5481, 0.307, nan]",0.8183625,0.307,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],morning what was that warning were started highway and work our way up they wanted it,0,0,2018-11-08 07:42:17-08:00,2018-11-08 07:42:17-08:00
calling advises There is a phone in a tide of stand by ,800.196,801.186,0.9900000000000091,spk_4,64.0,"[0.51, 0.9222, 0.4101, 0.4098, 0.1406, 0.1715, 0.2691, 0.3051, 0.1704, 0.2552, 0.5703, 0.5669]",0.39176666666666665,0.1406,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],calling advises there is a phone in a tide of stand by,0,0,2018-11-08 07:42:20-08:00,2018-11-08 07:42:21-08:00
